column_name,dtype,unit,min,max,mean,std,n_unique,missing_count,inf_count,is_constant,is_near_constant,duplicate_of,conversion_relation,selected_for_baseline,role,exclusion_reason
/controls[0]/lighting[0]/instruments-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/radio-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/dome-white-norm[0],float64,norm[0..1 or -1..1],1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/gps-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/switches[0]/stby-batt[0],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/batt-test-lamp-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/avionics-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/pedestal-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/swcb-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/stby-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/domeL-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/domeR-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/instrumentation[0]/FG1000[0]/Lightmap[0],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/model[0]/door-positions[0]/rightDoor[0]/position-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/model[0]/door-positions[0]/leftDoor[0]/position-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/model[0]/door-positions[0]/baggageDoor[0]/position-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/model[0]/door-positions[0]/leftWindow[0]/position-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/model[0]/door-positions[0]/rightWindow[0]/position-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/active-engine[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/fuel[0]/tank[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/pontoon-damage[0]/left-pontoon[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/pontoon-damage[0]/right-pontoon[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/bushkit[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/switches[0]/magnetos[0],int64,,3.0,3.0,3.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/alarms[0]/stall-warning[0],int64,,0.0,1.0,0.007724848261909141,0.08755133510194697,2,0,0,False,False,,,False,excluded,forbidden_input_family_section10
/controls[0]/gear[0]/gear-down[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,flight_manager_only,
/controls[0]/switches[0]/master-avionics[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/hazards[0]/icing[0]/wing[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/gear[0]/gear[0]/wow[0],int64,,0.0,1.0,0.17747159159063103,0.382068832941871,2,0,0,False,False,,,False,flight_manager_only,
/gear[0]/gear[1]/wow[0],int64,,0.0,1.0,0.13143437477509176,0.33787615010878397,2,0,0,False,False,,,False,flight_manager_only,
/gear[0]/gear[2]/wow[0],int64,,0.0,1.0,0.1724176535973323,0.3777445530873866,2,0,0,False,False,,,False,flight_manager_only,
/controls[0]/flight[0]/flaps-serviceable[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/engine[0]/faults[0]/serviceable[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/engine[0]/faults[0]/left-magneto-serviceable[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/engine[0]/faults[0]/right-magneto-serviceable[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/engine[0]/faults[0]/spark-plugs-serviceable[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/engine[0]/faults[0]/oil-pressure-status[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/engine[0]/faults[0]/fuel-pump-serviceable[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/fuel[0]/tank[0]/fuel_selector[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/fuel[0]/tank[1]/fuel_selector[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/fuel[0]/tank[2]/fuel_selector[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/engines[0]/active-engine[0]/exhaust[0],int64,,0.0,1.0,0.028988172825487202,0.16777390665576533,2,0,0,False,False,,,False,excluded,forbidden_input_family_section10
/engines[0]/active-engine[0]/cranking[0],int64,,0.0,1.0,0.029036153249474214,0.1679085480499191,2,0,0,False,False,,,False,excluded,forbidden_input_family_section10
/engines[0]/active-engine[0]/running[0],int64,,0.0,1.0,0.9398005613709607,0.2378569289312228,2,0,0,False,False,,,False,excluded,not_in_v1_feature_schema_sections14_15
/engines[0]/active-engine[0]/crash-engine[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/engines[0]/active-engine[0]/kill-engine[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/engines[0]/active-engine[0]/killed[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/engines[0]/active-engine[0]/crashed[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/engines[0]/active-engine[0]/coughing[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/current-engine[0]/carb-heat[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/gear[0]/unit[23]/WOW[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/gear[0]/unit[24]/WOW[0],int64,,0.0,1.0,0.003302652517772749,0.05737396036127975,2,0,0,False,False,,,False,excluded,not_in_v1_feature_schema_sections14_15
/fdm[0]/jsbsim[0]/gear[0]/unit[25]/WOW[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/gear[0]/unit[0]/broken[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/gear[0]/unit[1]/broken[0],int64,,0.0,1.0,0.007141086436733813,0.08420301668770187,2,0,0,False,False,,,False,excluded,not_in_v1_feature_schema_sections14_15
/fdm[0]/jsbsim[0]/gear[0]/unit[2]/broken[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/crash[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/contact[0]/unit[3]/WOW[0],int64,,0.0,1.0,0.0032386786191233976,0.05681738638054455,2,0,0,False,False,,,False,excluded,not_in_v1_feature_schema_sections14_15
/fdm[0]/jsbsim[0]/contact[0]/unit[6]/WOW[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/contact[0]/unit[7]/WOW[0],int64,,0.0,1.0,0.007109099487409137,0.08401557378132314,2,0,0,False,False,,,False,excluded,not_in_v1_feature_schema_sections14_15
/fdm[0]/jsbsim[0]/contact[0]/unit[8]/WOW[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/model[0]/c172p[0]/cabin-air-temp-in-range[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/sim[0]/model[0]/c172p[0]/fog-or-frost-increasing[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/panel[0]/glass[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/panel[0]/kap140[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/instrumentation[0]/attitude-indicator[0]/caged-flag[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/engines[0]/engine[0]/primer-lever[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/switches[0]/starter[0],int64,,0.0,1.0,0.029236071682753436,0.1684682485071932,2,0,0,False,False,,,False,excluded,forbidden_input_family_section10
/controls[0]/switches[0]/master-bat[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/switches[0]/master-alt[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/switches[0]/dome-white[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/switches[0]/dome-red[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/anti-ice[0]/pitot-heat[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/consumables[0]/fuel[0]/tank[0]/selected[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/consumables[0]/fuel[0]/tank[1]/selected[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/consumables[0]/fuel[0]/tank[2]/selected[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/consumables[0]/fuel[0]/tank[3]/selected[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/nav-lights[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/beacon[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/strobe[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/landing-lights[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/lighting[0]/taxi-light[0],int64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/autopilot[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/bcnlt[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/flaps[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/instr[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/intlt[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/landing[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/master[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/navlt[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/pitot-heat[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/radio1[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/radio2[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/radio3[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/radio4[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/radio5[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/strobe[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/controls[0]/circuit-breakers[0]/turn-coordinator[0],int64,,1.0,1.0,1.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
